,property_type,places,currency,price_aprox_usd,surface_total_in_m2,price_usd_per_m2,latitude,longitude,has_garden
5784,house,AlvaroObregon,MXN,1527908.0,1200.0,1273.0,19.32926,-99.270241,No
5786,apartment,MiguelHidalgo,USD,1022490.0,166.0,6160.0,19.407269,-99.190754,Yes
5787,house,MiguelHidalgo,MXN,1633668.0,701.0,2330.0,19.401079,-99.24807,No
5795,apartment,MiguelHidalgo,USD,1171911.0,300.0,3906.0,19.4339975,-99.1909529,No
5816,apartment,Cuajimalpa,MXN,1849269.0,487.0,3797.0,19.35735,-99.299792,No
5881,apartment,MiguelHidalgo,USD,1020000.0,219.0,4658.0,23.634501,-102.552788,No
5886,house,MiguelHidalgo,USD,4000000.0,880.0,4545.0,19.407269,-99.190754,No
5890,house,Tlalpan,MXN,249114.0,1050.0,237.0,19.284672,-99.220367,No
5946,apartment,MiguelHidalgo,USD,1361000.0,207.0,6575.0,19.438316,-99.210794,No
5949,apartment,MiguelHidalgo,USD,1022490.0,166.0,6160.0,19.433077,-99.198212,No
5959,apartment,Cuauhtemoc,USD,2800000.0,726.0,3857.0,19.4400965,-99.1529456,No
5969,apartment,Cuajimalpa,USD,2700000.0,600.0,4500.0,19.3800745,-99.2658835,No
5996,apartment,MiguelHidalgo,USD,3400000.0,800.0,4250.0,19.3974232,-99.2322876,Yes
6008,house,Cuajimalpa,USD,4950000.0,3794.0,1305.0,19.3841246424,-99.2682632804,Yes
6014,apartment,MiguelHidalgo,USD,1350000.0,620.0,2177.0,19.396352,-99.256499,No
6021,house,Tlalpan,MXN,1212076.0,6710.0,181.0,19.2486236,-99.187689,Yes
6025,house,AlvaroObregon,MXN,1106416.0,900.0,1229.0,19.355921,-99.180214,No
6050,house,MiguelHidalgo,USD,1600000.0,500.0,3200.0,19.420166,-99.220367,No
6064,house,AlvaroObregon,MXN,2107459.0,855.0,2465.0,19.340625,-99.251804,No
6070,house,AlvaroObregon,USD,1500000.0,1200.0,1250.0,19.3870901,-99.2407996,Yes
6077,house,MiguelHidalgo,USD,2400000.0,830.0,2892.0,19.420166,-99.220367,Yes
6111,apartment,MiguelHidalgo,USD,2500000.0,433.0,5774.0,19.433077,-99.198212,No
6126,apartment,MiguelHidalgo,USD,3800000.0,734.0,5177.0,19.4346657953,-99.1872322981,No
6133,apartment,MiguelHidalgo,MXN,1291125.0,250.0,5164.0,19.433077,-99.198212,No
6138,house,AlvaroObregon,MXN,2213357.0,2037.0,1087.0,19.3605334,-99.2267067,Yes
6164,apartment,MiguelHidalgo,USD,1066000.0,248.0,4298.0,19.430456,-99.1889121,No
6211,apartment,MiguelHidalgo,USD,4140000.0,460.0,9000.0,19.4376344,-99.2099821,No
6220,apartment,MiguelHidalgo,USD,1812958.0,297.0,6104.0,19.4354835,-99.2106606,No
6223,house,MiguelHidalgo,USD,2300000.0,519.0,4432.0,19.399401,-99.237686,No
6226,apartment,MiguelHidalgo,USD,1669530.0,293.0,5698.0,19.429135,-99.201033,No
6243,apartment,MiguelHidalgo,USD,1300000.0,246.0,5285.0,19.407269,-99.190754,No
6249,apartment,MiguelHidalgo,USD,1450000.0,450.0,3222.0,19.401079,-99.24807,No
6280,apartment,Cuajimalpa,USD,1500000.0,480.0,3125.0,19.390415,-99.254997,No
6291,house,AlvaroObregon,MXN,1317474.0,800.0,1647.0,19.3605334,-99.2267067,Yes
6345,PH,MiguelHidalgo,MXN,1090313.0,251.0,4344.0,19.437185,-99.2031466,No
6346,house,Cuajimalpa,MXN,2371454.0,600.0,3952.0,19.382275,-99.270241,No
6386,house,Cuajimalpa,MXN,1106416.0,540.0,2049.0,19.388482,-99.250566,No
6403,apartment,MiguelHidalgo,USD,1126356.0,174.0,6473.0,23.634501,-102.552788,No
6414,house,Tlalpan,MXN,869327.0,1118.0,778.0,19.298608,-99.205227,No
6428,house,AlvaroObregon,MXN,2213357.0,1234.0,1794.0,19.3361523,-99.2596424,Yes
6437,house,MiguelHidalgo,USD,1550000.0,537.0,2886.0,19.420166,-99.220367,Yes
6445,house,Cuajimalpa,MXN,1580595.0,500.0,3161.0,19.355751,-99.299347,No
6446,house,MiguelHidalgo,USD,1050000.0,705.0,1489.0,19.399401,-99.237686,Yes
6447,apartment,Cuajimalpa,USD,4500000.0,873.0,5155.0,19.390415,-99.254997,No
6461,house,Tlalpan,MXN,1001043.0,1178.0,850.0,19.298846,-99.198698,No
6482,house,MagdalenaContreras,MXN,479166.0,1200.0,399.0,19.315025,-99.222945,No
6492,house,MiguelHidalgo,USD,1600000.0,173.0,9249.0,19.407269,-99.190754,No
6503,apartment,MiguelHidalgo,USD,1440016.0,233.0,6180.0,19.433077,-99.198212,No
6512,apartment,Cuajimalpa,USD,1400000.0,650.0,2154.0,19.35735,-99.299792,Yes
6531,store,Cuajimalpa,USD,4000000.0,500.0,8000.0,19.344017,-99.282167,No
6540,house,AlvaroObregon,MXN,1264775.0,847.0,1493.0,19.3551174,-99.2000959,Yes
6552,house,MiguelHidalgo,USD,1750000.0,666.0,2628.0,19.407269,-99.190754,Yes
6554,apartment,MiguelHidalgo,USD,1807000.0,254.0,7114.0,19.433077,-99.198212,No
6578,apartment,MiguelHidalgo,MXN,1631033.0,279.0,5846.0,19.407269,-99.190754,No
6611,house,AlvaroObregon,USD,2800000.0,1100.0,2545.0,19.3605334,-99.2267067,No
6613,house,MiguelHidalgo,USD,2400000.0,513.0,4678.0,19.4095028,-99.2272939,No
6617,house,AlvaroObregon,MXN,1011820.0,610.0,1659.0,19.371342,-99.253616,Yes
6643,apartment,MiguelHidalgo,USD,1300000.0,380.0,3421.0,23.634501,-102.552788,No
6652,apartment,MiguelHidalgo,USD,1500000.0,360.0,4167.0,19.401079,-99.24807,No
6689,apartment,MiguelHidalgo,USD,1642144.0,293.0,5605.0,19.4338054,-99.1922219,No
6707,apartment,MiguelHidalgo,USD,1076154.0,165.0,6522.0,23.634501,-102.552788,No
6720,apartment,MiguelHidalgo,USD,2200000.0,450.0,4889.0,19.4332386,-99.1933503,No
6767,apartment,Cuajimalpa,USD,2800000.0,600.0,4667.0,19.390415,-99.254997,No
6768,house,MiguelHidalgo,MXN,1264775.0,1000.0,1265.0,19.407269,-99.190754,Yes
6806,house,MiguelHidalgo,MXN,1580969.0,315.0,5019.0,19.4309816491,-99.1994404793,No
6834,apartment,MiguelHidalgo,MXN,1356411.0,307.0,4418.0,19.437185,-99.2031466,No
6857,apartment,MiguelHidalgo,USD,1222592.0,579.0,2112.0,19.407269,-99.190754,Yes
6889,apartment,MiguelHidalgo,MXN,1040558.0,207.0,5027.0,19.436693,-99.210841,No
6902,house,Cuajimalpa,MXN,842657.0,1363.0,618.0,19.35735,-99.299792,Yes
6948,house,MiguelHidalgo,USD,2050000.0,600.0,3417.0,19.401079,-99.24807,No
7043,apartment,Cuauhtemoc,MXN,1053980.0,350.0,3011.0,19.4299556,-99.1596735,No
7058,apartment,MiguelHidalgo,USD,1053676.0,245.0,4301.0,19.4357968,-99.2096407,No
7064,house,MiguelHidalgo,USD,1600000.0,650.0,2462.0,19.401079,-99.24807,No
7082,apartment,MiguelHidalgo,MXN,1259506.0,400.0,3149.0,19.407269,-99.190754,No
7099,apartment,MiguelHidalgo,MXN,1001043.0,200.0,5005.0,19.431066,-99.18732,No
7106,house,AlvaroObregon,MXN,1580595.0,700.0,2258.0,19.34667,-99.185144,No
7120,apartment,MiguelHidalgo,MXN,1264248.0,418.0,3025.0,19.433077,-99.198212,No
7125,house,Cuajimalpa,USD,1350000.0,1180.0,1144.0,19.35735,-99.299792,Yes
7126,house,AlvaroObregon,USD,1350000.0,1150.0,1174.0,19.32926,-99.270241,Yes
7132,apartment,MiguelHidalgo,USD,2900000.0,368.0,7880.0,19.407269,-99.190754,No
7150,apartment,MiguelHidalgo,USD,1200000.0,250.0,4800.0,19.407269,-99.190754,Yes
7151,house,MiguelHidalgo,USD,2200000.0,777.0,2831.0,19.409919,-99.2399247,Yes
7175,apartment,MiguelHidalgo,USD,1590000.0,310.0,5129.0,19.407269,-99.190754,Yes
7189,house,AlvaroObregon,USD,3200000.0,1200.0,2667.0,19.320576,-99.20929,No
7206,apartment,MiguelHidalgo,USD,1950000.0,540.0,3611.0,19.401079,-99.24807,No
7210,house,Cuajimalpa,USD,1250000.0,760.0,1645.0,19.3606268,-99.2997025,No
7226,house,Tlalpan,MXN,1370173.0,461.0,2972.0,19.2790911,-99.2114234,No
7247,house,Cuajimalpa,USD,1350000.0,522.0,2586.0,19.390415,-99.254997,No
7254,house,Tlalpan,MXN,2107459.0,300.0,7025.0,19.278983,-99.154497,No
7258,house,MiguelHidalgo,USD,3600000.0,1500.0,2400.0,19.4095028,-99.2272939,No
7269,apartment,MiguelHidalgo,USD,2000000.0,300.0,6667.0,19.427109,-99.190961,No
7271,apartment,MiguelHidalgo,USD,2446000.0,343.0,7131.0,19.433077,-99.198212,No
7288,house,MiguelHidalgo,USD,2975000.0,762.0,3904.0,19.420166,-99.220367,No
7302,house,Cuauhtemoc,MXN,579689.0,1005.0,577.0,19.461417,-99.1331631,Yes
7361,house,MiguelHidalgo,MXN,2476852.0,630.0,3932.0,19.420166,-99.220367,Yes
7362,house,Cuajimalpa,MXN,4110520.0,5236.0,785.0,19.35735,-99.299792,Yes
7377,house,Cuajimalpa,MXN,606038.0,1747.0,347.0,19.346780158,-99.2962360382,Yes
7387,apartment,MiguelHidalgo,USD,1400000.0,760.0,1842.0,19.407269,-99.190754,No
7408,apartment,Cuajimalpa,USD,4500000.0,630.0,7143.0,19.390415,-99.254997,Yes
7442,house,Cuauhtemoc,MXN,1949400.0,751.0,2596.0,19.41939,-99.162625,No
7460,apartment,MiguelHidalgo,USD,2300000.0,380.0,6053.0,19.4041673921,-99.2321205139,No
7464,house,MiguelHidalgo,USD,3400000.0,1260.0,2698.0,19.4105875,-99.2174179,No
7468,house,AlvaroObregon,MXN,2213357.0,1234.0,1794.0,19.3328908288,-99.2591229826,Yes
7475,apartment,MiguelHidalgo,USD,1731346.0,284.0,6096.0,19.4354835,-99.2106606,No
7477,apartment,AlvaroObregon,MXN,1422535.0,440.0,3233.0,19.346728,-99.203296,No
7512,apartment,MiguelHidalgo,USD,1200000.0,350.0,3429.0,19.407269,-99.190754,No
7517,apartment,MiguelHidalgo,USD,1100000.0,280.0,3929.0,19.407269,-99.190754,No
7523,apartment,MiguelHidalgo,USD,3800000.0,766.0,4961.0,19.420166,-99.220367,No
7585,apartment,AlvaroObregon,USD,3000000.0,677.0,4431.0,19.3635891,-99.2785151,No
7602,apartment,MiguelHidalgo,USD,1400000.0,330.0,4242.0,19.407269,-99.190754,No
7628,house,AlvaroObregon,USD,2795000.0,1110.0,2518.0,19.371342,-99.253616,Yes
7636,apartment,MiguelHidalgo,USD,2600000.0,600.0,4333.0,19.389926,-99.25315,No
7675,house,BenitoJuarez,MXN,1580595.0,695.0,2274.0,19.382853,-99.17463,No
7679,house,Tlalpan,MXN,1001281.0,778.0,1287.0,19.301781,-99.20237,No
7692,house,AlvaroObregon,MXN,1001043.0,690.0,1451.0,19.371342,-99.253616,No
7701,house,MiguelHidalgo,MXN,1264775.0,978.0,1293.0,19.407269,-99.190754,No
7732,apartment,MiguelHidalgo,USD,4500000.0,970.0,4639.0,19.400524,-99.230064,No
7832,apartment,Cuajimalpa,USD,1500000.0,350.0,4286.0,19.346188,-99.257248,No
7836,house,MiguelHidalgo,MXN,1897163.0,736.0,2578.0,19.2748810108,-99.1205996275,No
7881,apartment,MiguelHidalgo,USD,1350000.0,240.0,5625.0,19.433077,-99.198212,No
7883,apartment,Cuajimalpa,MXN,1527510.0,400.0,3819.0,19.35735,-99.299792,No
7896,apartment,MiguelHidalgo,USD,1390000.0,240.0,5792.0,19.407269,-99.190754,No
7925,house,Cuajimalpa,USD,3300000.0,1258.0,2623.0,19.390415,-99.254997,Yes
7937,house,AlvaroObregon,MXN,2160658.0,714.0,3026.0,19.390806,-99.195413,No
7997,apartment,MiguelHidalgo,USD,1250000.0,350.0,3571.0,19.407269,-99.190754,No
8019,house,AlvaroObregon,USD,2100000.0,1000.0,2100.0,19.322584426,-99.2117980868,No
8022,apartment,MiguelHidalgo,USD,1167576.0,178.0,6559.0,19.407269,-99.190754,Yes
8054,house,Coyoacan,USD,1150000.0,555.0,2072.0,19.348694,-99.16291,No
8055,apartment,MiguelHidalgo,MXN,3688054.0,800.0,4610.0,19.398503,-99.230973,No
8110,apartment,Cuajimalpa,USD,3000000.0,600.0,5000.0,19.345565,-99.26655,No
8130,apartment,Cuajimalpa,USD,1500000.0,350.0,4286.0,19.346647,-99.275787,No
8136,house,AlvaroObregon,MXN,2410407.0,650.0,3708.0,19.351912,-99.190111,No
8154,house,Cuajimalpa,MXN,1658571.0,630.0,2633.0,19.3904162,-99.2550003,No
8165,house,MiguelHidalgo,USD,1290000.0,1091.0,1182.0,19.407269,-99.190754,Yes
8195,house,AlvaroObregon,MXN,1001429.0,579.0,1730.0,19.3324656266,-99.2559626698,No
8211,house,AlvaroObregon,MXN,1053980.0,964.0,1093.0,19.390806,-99.195413,Yes
8217,apartment,MiguelHidalgo,USD,1151500.0,193.0,5966.0,19.407269,-99.190754,No
8233,house,AlvaroObregon,MXN,1364904.0,1300.0,1050.0,19.390806,-99.195413,Yes
8239,house,MiguelHidalgo,MXN,1427628.0,400.0,3569.0,19.430925,-99.209978,No
8300,house,Cuajimalpa,MXN,1475222.0,600.0,2459.0,19.376339,-99.270142,No
8310,house,AlvaroObregon,MXN,2370892.0,1312.0,1807.0,19.353921,-99.190427,No
8321,apartment,MiguelHidalgo,USD,1804235.0,280.0,6444.0,19.407269,-99.190754,Yes
8392,apartment,MiguelHidalgo,USD,1423654.0,309.0,4607.0,19.4338054,-99.1922219,No
8395,house,MiguelHidalgo,MXN,2002561.0,550.0,3641.0,19.3947191,-99.2472071,No
8412,house,Cuajimalpa,USD,2000000.0,620.0,3226.0,19.3904162,-99.2550003,No
8430,apartment,Cuajimalpa,MXN,1633668.0,360.0,4538.0,19.35735,-99.299792,No
8439,apartment,AlvaroObregon,USD,3000000.0,600.0,5000.0,19.390806,-99.195413,No
8441,house,MiguelHidalgo,USD,1500000.0,1000.0,1500.0,19.401079,-99.24807,No
8448,apartment,AlvaroObregon,MXN,1001281.0,506.0,1979.0,19.357464,-99.207909,No
8523,house,Tlalpan,MXN,247685.0,1020.0,243.0,19.2352214,-99.1642971,Yes
8536,apartment,MiguelHidalgo,MXN,1090869.0,218.0,5004.0,19.2464696,-99.1013498,No
8574,apartment,MiguelHidalgo,USD,1321000.0,365.0,3619.0,19.407269,-99.190754,Yes
8584,house,MiguelHidalgo,MXN,1001043.0,513.0,1951.0,19.413464,-99.231655,No
8610,house,Cuajimalpa,USD,1880000.0,630.0,2984.0,19.420156,-99.249458,No
8646,apartment,MiguelHidalgo,USD,1400000.0,270.0,5185.0,19.407269,-99.190754,No
8666,apartment,MiguelHidalgo,USD,5290000.0,434.0,12189.0,19.407269,-99.190754,No
8678,apartment,AlvaroObregon,MXN,1390542.0,363.0,3831.0,19.356881,-99.260185,No
8711,apartment,MiguelHidalgo,USD,1160000.0,214.0,5421.0,19.4368736,-99.1973268,Yes
8716,house,MiguelHidalgo,USD,2970000.0,1722.0,1725.0,19.407269,-99.190754,Yes
8717,apartment,MiguelHidalgo,USD,1950000.0,540.0,3611.0,19.3908901686,-99.2645967007,No
8746,house,Cuajimalpa,USD,3650000.0,985.0,3706.0,19.390415,-99.254997,Yes
8799,house,AlvaroObregon,MXN,1343505.0,1015.0,1324.0,19.320576,-99.20929,No
8804,house,AlvaroObregon,MXN,1106679.0,400.0,2767.0,19.390806,-99.195413,No
8842,house,AlvaroObregon,USD,1200000.0,390.0,3077.0,19.351912,-99.190111,No
8913,house,Tlalpan,MXN,147557.0,1450.0,102.0,19.199665,-99.153915,Yes
8924,apartment,MiguelHidalgo,USD,1305000.0,276.0,4728.0,19.4368736,-99.1973268,Yes
8937,apartment,MiguelHidalgo,USD,1281000.0,313.0,4093.0,19.407269,-99.190754,No
8973,apartment,MiguelHidalgo,USD,1055654.0,229.0,4610.0,19.4343221,-99.1856093,No
8982,house,MiguelHidalgo,USD,3000000.0,800.0,3750.0,19.407269,-99.190754,Yes
9023,apartment,Cuajimalpa,USD,3000000.0,600.0,5000.0,19.390415,-99.254997,No
9035,house,Tlahuac,MXN,1249888.0,9487.0,132.0,19.270566,-99.004846,No
9066,apartment,MiguelHidalgo,MXN,1053730.0,176.0,5987.0,19.427054,-99.191969,No
9087,apartment,Cuajimalpa,USD,1600000.0,586.0,2730.0,19.3569989934,-99.27444309,No
9104,apartment,MiguelHidalgo,USD,1600000.0,580.0,2759.0,19.420166,-99.220367,No
9110,house,AlvaroObregon,MXN,1844027.0,544.0,3390.0,19.366355,-99.253171,No
9112,store,VenustianoCarranza,USD,4000000.0,500.0,8000.0,19.548568,-99.137423,No
9149,house,AlvaroObregon,MXN,1738654.0,707.0,2459.0,19.352547,-99.181675,No
9160,apartment,Cuajimalpa,USD,1050000.0,377.0,2785.0,19.3904162,-99.2550003,No
9179,house,AlvaroObregon,MXN,2265519.0,1061.0,2135.0,19.32926,-99.270241,No
9180,house,AlvaroObregon,MXN,2002561.0,2643.0,758.0,19.320367,-99.2180351,Yes
9184,house,Cuajimalpa,MXN,1011580.0,610.0,1658.0,19.3619852,-99.2663861,No
9201,apartment,MiguelHidalgo,USD,1250000.0,360.0,3472.0,19.4132511,-99.2366543,No
9210,apartment,Cuajimalpa,USD,1400000.0,600.0,2333.0,19.393465,-99.25403,No
9213,apartment,Cuajimalpa,USD,1470000.0,325.0,4523.0,19.392937,-99.263313,No
9235,apartment,MiguelHidalgo,USD,1256420.0,203.0,6189.0,19.4338054,-99.1922219,No
9276,apartment,MiguelHidalgo,USD,1900000.0,440.0,4318.0,19.401079,-99.24807,No
9286,apartment,Cuajimalpa,USD,1200000.0,500.0,2400.0,19.3843598183,-99.2532643676,No
9294,store,Azcapotzalco,USD,4000000.0,500.0,8000.0,19.486397,-99.117309,No
9325,apartment,MiguelHidalgo,USD,1250000.0,275.0,4545.0,19.407269,-99.190754,No
